COUNTRY_NAME,IND1_DESC,1999,2000,2001,2002,2003
Lesotho,"Literacy rate, adult female (% of females ages 15 and above)",93.23,93.57,90.3,NA,NA
Lesotho,"Literacy rate, adult total (% of people ages 15 and above)",82.93,83.41,81.38,NA,NA
Lesotho,"Mortality rate, infant (per 1,000 live births)",NA,92,NA,91,NA
Lesotho,"Mortality rate, under-5 (per 1,000)",NA,133,NA,132,NA
Lesotho,Population growth (annual %),0.99,1.04,0.91,0.96,0.9
Lesotho,"Population, total",1726000,1744000,1760000,1777000,1793000
Lesotho,"Primary completion rate, female (% of relevant age group)",NA,73.8,75.5,74.86,NA
Lesotho,"Primary completion rate, total (% of relevant age group)",NA,63.9,64.77,64.8,NA
Lesotho,"School enrollment, primary (% net)",61.11,83.41,84.38,NA,NA
Lesotho,"School enrollment, secondary (% net)",18.03,19.88,21.86,NA,NA
Liberia,Aid per capita (current US$),30.88,21.66,12.2,15.93,NA
Liberia,CO2 emissions (metric tons per capita),0.13,0.13,NA,NA,NA
Liberia,"Fertility rate, total (births per woman)",NA,6,NA,5.8,NA
Liberia,GDP (current US$),4.42E+08,5.42E+08,5.34E+08,5.62E+08,4.42E+08
Liberia,GDP growth (annual %),22.9,20.4,4.9,3.3,0
Liberia,"Life expectancy at birth, total (years)",NA,47.15,NA,47.07,NA
Liberia,"Literacy rate, adult female (% of females ages 15 and above)",35.23,36.71,38.1,39.31,NA
Liberia,"Literacy rate, adult total (% of people ages 15 and above)",52.12,53.54,54.8,55.88,NA
Liberia,"Mortality rate, infant (per 1,000 live births)",NA,157,NA,157,NA
Liberia,"Mortality rate, under-5 (per 1,000)",NA,235,NA,235,NA
Liberia,Population growth (annual %),2.73,2.79,2.65,2.49,2.37
Liberia,"Population, total",3044000,3130000,3214000,3295000,3374000
Liberia,"School enrollment, primary (% net)",69.9,NA,NA,NA,NA
Libya,Aid per capita (current US$),1.43,2.94,1.87,1.9,NA
Libya,CO2 emissions (metric tons per capita),8.33,10.91,NA,NA,NA
Libya,Electric power consumption (kwh per capita),3901.89,3961.05,4019.85,NA,NA
Libya,Energy use (kg of oil equivalent per capita),2545.84,3138.82,2994.2,NA,NA
Libya,"Fertility rate, total (births per woman)",NA,3.51,NA,3.32,NA
Libya,GDP (current US$),3.05E+10,3.40E+10,2.84E+10,1.91E+10,NA
Libya,GDP growth (annual %),NA,NA,NA,NA,NA
Libya,"Life expectancy at birth, total (years)",NA,71.48,NA,72.34,NA
Libya,"Literacy rate, adult female (% of females ages 15 and above)",66.53,68.11,69.34,70.66,NA
Libya,"Literacy rate, adult total (% of people ages 15 and above)",78.83,79.94,80.77,81.66,NA
Libya,"Mortality rate, infant (per 1,000 live births)",NA,17,NA,16,NA
Libya,"Mortality rate, under-5 (per 1,000)",NA,20,NA,19,NA
Libya,Population growth (annual %),1.95,1.93,1.97,1.98,2.02
Libya,"Population, total",5137000,5237000,5341000,5448000,5559000
Libya,"School enrollment, primary (% net)",NA,NA,NA,NA,NA
Libya,"School enrollment, secondary (% net)",NA,NA,NA,NA,NA
Liechtenstein,"Mortality rate, infant (per 1,000 live births)",NA,10,NA,10,NA
Liechtenstein,"Mortality rate, under-5 (per 1,000)",NA,11,NA,11,NA
Liechtenstein,"Population, total",32000,32200,32500,32800,33100
Lithuania,Aid per capita (current US$),37.96,28.27,37.41,42.35,NA
Lithuania,CO2 emissions (metric tons per capita),3.82,3.39,NA,NA,NA
Lithuania,Electric power consumption (kwh per capita),1853.02,1768.05,1851.23,NA,NA
Lithuania,Energy use (kg of oil equivalent per capita),2229.96,2042.23,2304.14,NA,NA
Lithuania,"Fertility rate, total (births per woman)",1.35,1.27,NA,1.27,NA
Lithuania,GDP (current US$),1.08E+10,1.14E+10,1.21E+10,1.41E+10,1.82E+10
Lithuania,GDP growth (annual %),-1.7,3.92,6.38,6.76,6.51
Lithuania,"Life expectancy at birth, total (years)",72.11,72.62,NA,72.68,NA
Lithuania,"Literacy rate, adult female (% of females ages 15 and above)",99.45,99.49,99.65,NA,NA
Lithuania,"Literacy rate, adult total (% of people ages 15 and above)",99.54,99.56,99.65,NA,NA
Lithuania,"Mortality rate, infant (per 1,000 live births)",NA,17,NA,8,NA
Lithuania,"Mortality rate, under-5 (per 1,000)",NA,10,NA,9,NA
Lithuania,Population growth (annual %),-0.68,-0.74,-0.66,-0.37,-0.43
Lithuania,"Population, total",3531000,3505000,3482000,3469000,3454000
Lithuania,"Primary completion rate, female (% of relevant age group)",NA,102.35,NA,105.61,NA
Lithuania,"Primary completion rate, total (% of relevant age group)",NA,102.57,NA,105.58,NA
Lithuania,"School enrollment, primary (% net)",97.12,97.49,NA,NA,NA
Lithuania,"School enrollment, secondary (% net)",90.96,91.63,NA,NA,NA
Low & middle income,Aid per capita (current US$),11.72,11.11,11.16,12.99,NA
Low & middle income,CO2 emissions (metric tons per capita),2.19,2.19,NA,NA,NA
Low & middle income,Electric power consumption (kwh per capita),877.52,914.35,938.01,NA,NA
Low & middle income,Energy use (kg of oil equivalent per capita),955.42,969.95,966.49,NA,NA
Low & middle income,"Fertility rate, total (births per woman)",NA,2.84,NA,2.76,NA
Low & middle income,GDP (current US$),5.66E+12,6.12E+12,6.20E+12,6.30E+12,7.09E+12
Low & middle income,GDP growth (annual %),2.8,5.24,3.07,3.35,5.14
Low & middle income,"Life expectancy at birth, total (years)",NA,64.36,NA,64.6,NA
Low & middle income,"Literacy rate, adult female (% of females ages 15 and above)",69.58,72.59,NA,NA,NA
Low & middle income,"Literacy rate, adult total (% of people ages 15 and above)",76.3,78.4,NA,NA,NA
Low & middle income,"Mortality rate, infant (per 1,000 live births)",NA,61.51,NA,59.57,NA
Low & middle income,"Mortality rate, under-5 (per 1,000)",NA,90.12,NA,87.97,NA
Low & middle income,Population growth (annual %),1.45,1.37,1.36,1.27,1.3
Low & middle income,"Population, total",5.03E+09,5.10E+09,5.17E+09,5.23E+09,5.30E+09
Low & middle income,"School enrollment, primary (% net)",NA,86.1,NA,NA,NA
Low income,Aid per capita (current US$),9.38,9.28,10.32,12.18,NA
Low income,CO2 emissions (metric tons per capita),0.85,0.86,NA,NA,NA
Low income,Electric power consumption (kwh per capita),302.32,307.71,316.77,NA,NA
Low income,Energy use (kg of oil equivalent per capita),508.06,516.29,517.97,NA,NA
Low income,"Fertility rate, total (births per woman)",NA,3.83,NA,3.68,NA
Low income,GDP (current US$),8.50E+11,8.74E+11,9.02E+11,9.49E+11,1.10E+12
Low income,GDP growth (annual %),5.6,3.93,4.63,4.1,6.8
Low income,"Life expectancy at birth, total (years)",NA,57.94,NA,58.08,NA
Low income,"Literacy rate, adult female (% of females ages 15 and above)",48.33,47.54,NA,NA,NA
Low income,"Literacy rate, adult total (% of people ages 15 and above)",58.56,57.98,60.81,NA,NA
Low income,"Mortality rate, infant (per 1,000 live births)",NA,83.51,NA,81.59,NA
Low income,"Mortality rate, under-5 (per 1,000)",NA,128.28,NA,125.89,NA
Low income,Population growth (annual %),1.95,1.9,1.9,1.85,1.79
Low income,"Population, total",2.15E+09,2.19E+09,2.23E+09,2.27E+09,2.31E+09
Low income,"School enrollment, primary (% net)",78.34,78.07,NA,NA,NA
Lower middle income,Aid per capita (current US$),8.51,7.36,7.35,8.33,NA
Lower middle income,CO2 emissions (metric tons per capita),3,3,NA,NA,NA
Lower middle income,Electric power consumption (kwh per capita),1203.14,1264.96,1303.6,NA,NA
Lower middle income,Energy use (kg of oil equivalent per capita),1213.25,1232.07,1225.88,NA,NA
Lower middle income,"Fertility rate, total (births per woman)",NA,2.13,NA,2.08,NA
Lower middle income,GDP (current US$),3.16E+12,3.43E+12,3.43E+12,3.62E+12,4.15E+12
Lower middle income,GDP growth (annual %),3,6.07,3.72,4.94,5.36
Lower middle income,"Life expectancy at birth, total (years)",NA,68.72,NA,69.11,NA
Lower middle income,"Literacy rate, adult female (% of females ages 15 and above)",81.25,86.22,NA,NA,NA
Lower middle income,"Literacy rate, adult total (% of people ages 15 and above)",86.34,89.77,NA,NA,NA
Lower middle income,"Mortality rate, infant (per 1,000 live births)",NA,34.46,NA,32.11,NA
Lower middle income,"Mortality rate, under-5 (per 1,000)",NA,42.44,NA,40,NA
Lower middle income,Population growth (annual %),1.06,0.94,0.92,0.79,0.83
Lower middle income,"Population, total",2.56E+09,2.59E+09,2.61E+09,2.63E+09,2.66E+09
Lower middle income,"School enrollment, primary (% net)",NA,91.35,NA,NA,NA
Luxembourg,CO2 emissions (metric tons per capita),18.63,19.37,NA,NA,NA
Luxembourg,Electric power consumption (kwh per capita),12754.63,13050.23,12802.27,NA,NA
Luxembourg,Energy use (kg of oil equivalent per capita),8083.33,8408.68,8713.64,NA,NA
Luxembourg,"Fertility rate, total (births per woman)",1.73,1.78,NA,1.78,NA
Luxembourg,GDP (current US$),2.01E+10,1.96E+10,1.98E+10,2.10E+10,2.62E+10
Luxembourg,GDP growth (annual %),8.71,8.88,1.23,1.14,1.2
Luxembourg,"Life expectancy at birth, total (years)",NA,77.28,NA,77.82,NA
Luxembourg,"Mortality rate, infant (per 1,000 live births)",NA,5,NA,5,NA
Luxembourg,"Mortality rate, under-5 (per 1,000)",NA,5,NA,5,NA
Luxembourg,Population growth (annual %),1.16,1.38,0.46,0.9,0.9
Luxembourg,"Population, total",432000,438000,440000,444000,448000
Luxembourg,"School enrollment, primary (% net)",95.74,96.08,NA,NA,NA
Luxembourg,"School enrollment, secondary (% net)",81.66,79.71,NA,NA,NA
"Macao, China",Aid per capita (current US$),0.79,1.58,1.24,2.32,NA
"Macao, China",CO2 emissions (metric tons per capita),3.53,3.79,NA,NA,NA
"Macao, China","Fertility rate, total (births per woman)",NA,1.15,NA,1.15,NA
"Macao, China",GDP (current US$),6.13E+09,6.20E+09,6.21E+09,6.76E+09,NA
"Macao, China",GDP growth (annual %),-3.04,4.62,2.21,10.13,NA
"Macao, China","Life expectancy at birth, total (years)",NA,78.87,NA,79.19,NA
"Macao, China","Literacy rate, adult female (% of females ages 15 and above)",90.63,91,87.77,NA,NA
"Macao, China","Literacy rate, adult total (% of people ages 15 and above)",93.55,93.82,91.3,NA,NA
"Macao, China",Population growth (annual %),1.17,0.23,0.69,1.15,1.13
"Macao, China","Population, total",430000,431000,434000,439000,444000
"Macao, China","School enrollment, primary (% net)",85.03,83.92,85.72,NA,NA
"Macao, China","School enrollment, secondary (% net)",65.35,68.77,71.6,NA,NA
"Macedonia, FYR",Aid per capita (current US$),137.22,124.31,121.82,135.73,NA
"Macedonia, FYR",CO2 emissions (metric tons per capita),5.44,5.52,NA,NA,NA
"Macedonia, FYR","Fertility rate, total (births per woman)",1.76,1.76,NA,1.75,NA
"Macedonia, FYR",GDP (current US$),3.67E+09,3.59E+09,3.44E+09,3.79E+09,4.71E+09
"Macedonia, FYR",GDP growth (annual %),4.32,4.55,-4.53,0.85,3.1
"Macedonia, FYR","Life expectancy at birth, total (years)",72.47,72.8,NA,73.44,NA
"Macedonia, FYR","Mortality rate, infant (per 1,000 live births)",NA,22,NA,22,NA
"Macedonia, FYR","Mortality rate, under-5 (per 1,000)",NA,26,NA,26,NA
"Macedonia, FYR",Population growth (annual %),0.45,0.45,0.44,0.15,0.54
"Macedonia, FYR","Population, total",2017000,2026000,2035000,2038000,2049000
"Macedonia, FYR","Primary completion rate, female (% of relevant age group)",NA,93.82,94.52,NA,NA
"Macedonia, FYR","Primary completion rate, total (% of relevant age group)",NA,93.06,95.26,NA,NA
"Macedonia, FYR","School enrollment, primary (% net)",93.63,92.79,NA,NA,NA
"Macedonia, FYR","School enrollment, secondary (% net)",80.78,82.25,NA,NA,NA
Madagascar,Aid per capita (current US$),23.83,20.76,23.41,22.67,NA
Madagascar,CO2 emissions (metric tons per capita),0.13,0.15,NA,NA,NA
Madagascar,"Fertility rate, total (births per woman)",NA,5.44,NA,5.2,NA
Madagascar,GDP (current US$),3.72E+09,3.88E+09,4.53E+09,4.40E+09,5.46E+09
Madagascar,GDP growth (annual %),4.66,4.76,6,-12.7,9.65
Madagascar,"Life expectancy at birth, total (years)",NA,54.66,NA,55.46,NA
Madagascar,"Mortality rate, infant (per 1,000 live births)",NA,86,NA,84,NA
Madagascar,"Mortality rate, under-5 (per 1,000)",NA,139,NA,135,NA
Madagascar,Population growth (annual %),3.1,3.09,2.88,2.84,2.74
Madagascar,"Population, total",1.51E+07,1.55E+07,1.60E+07,1.64E+07,1.69E+07
Madagascar,"Poverty headcount, national (% of population)",71.3,NA,NA,NA,NA
Madagascar,"Primary completion rate, female (% of relevant age group)",NA,35.67,36.7,41.46,NA
Madagascar,"Primary completion rate, total (% of relevant age group)",NA,35.02,36.12,40.86,NA
Madagascar,"School enrollment, primary (% net)",66.37,67.67,68.57,NA,NA
Madagascar,"School enrollment, secondary (% net)",NA,NA,NA,NA,NA
Malawi,Aid per capita (current US$),44.24,43.28,38.38,35.1,NA
Malawi,CO2 emissions (metric tons per capita),0.08,0.07,NA,NA,NA
Malawi,"Fertility rate, total (births per woman)",6.35,6.25,NA,6.05,NA
Malawi,GDP (current US$),1.81E+09,1.71E+09,1.69E+09,1.90E+09,1.73E+09
Malawi,GDP growth (annual %),4.04,1.12,-4.21,1.82,5.93
Malawi,"Life expectancy at birth, total (years)",NA,38.8,NA,37.54,NA
Malawi,"Literacy rate, adult female (% of females ages 15 and above)",45.42,46.51,47.57,48.66,NA
Malawi,"Literacy rate, adult total (% of people ages 15 and above)",59.29,60.15,60.98,61.83,NA
Malawi,"Mortality rate, infant (per 1,000 live births)",NA,117,NA,113,NA
Malawi,"Mortality rate, under-5 (per 1,000)",NA,188,NA,182,NA
Malawi,Population growth (annual %),2.14,2.09,2.06,2.04,2.02
Malawi,"Population, total",1.01E+07,1.03E+07,1.05E+07,1.07E+07,1.10E+07
Malawi,"Poverty headcount, national (% of population)",NA,NA,NA,NA,NA
Malawi,"Primary completion rate, female (% of relevant age group)",NA,45.13,47.56,NA,NA
Malawi,"Primary completion rate, total (% of relevant age group)",NA,52.61,54.77,NA,NA
Malawi,"School enrollment, primary (% net)",NA,NA,NA,NA,NA
Malaysia,Aid per capita (current US$),6.36,1.95,1.12,3.53,NA
Malaysia,CO2 emissions (metric tons per capita),5.44,6.21,NA,NA,NA
Malaysia,Electric power consumption (kwh per capita),2474.37,2628.1,2730.99,NA,NA
Malaysia,Energy use (kg of oil equivalent per capita),1878.03,2126,2168.22,NA,NA
Malaysia,"Fertility rate, total (births per woman)",NA,3.01,NA,2.85,NA
Malaysia,GDP (current US$),7.91E+10,9.02E+10,8.80E+10,9.49E+10,1.03E+11
Malaysia,GDP growth (annual %),6.14,8.5,0.3,4.19,5.2
Malaysia,"Life expectancy at birth, total (years)",72.34,72.54,72.69,72.79,72.99
Malaysia,"Literacy rate, adult female (% of females ages 15 and above)",82.53,85.4,NA,NA,NA
Malaysia,"Literacy rate, adult total (% of people ages 15 and above)",86.78,88.7,NA,NA,NA
Malaysia,"Mortality rate, infant (per 1,000 live births)",NA,8,NA,8,NA
Malaysia,"Mortality rate, under-5 (per 1,000)",NA,9,NA,8,NA
Malaysia,Population growth (annual %),2.36,2.44,2.26,2.09,1.91
Malaysia,"Population, total",2.27E+07,2.33E+07,2.38E+07,2.43E+07,2.48E+07
Malaysia,"Poverty headcount, national (% of population)",NA,NA,NA,NA,NA
Malaysia,"Primary completion rate, female (% of relevant age group)",NA,NA,NA,NA,NA
Malaysia,"Primary completion rate, total (% of relevant age group)",NA,NA,NA,NA,NA
Malaysia,"School enrollment, primary (% net)",99.11,96.88,95.17,NA,NA
Malaysia,"School enrollment, secondary (% net)",NA,69.11,69.37,NA,NA
Maldives,Aid per capita (current US$),114.48,70.33,89.11,95.68,NA
Maldives,CO2 emissions (metric tons per capita),1.74,1.82,NA,NA,NA
Maldives,"Fertility rate, total (births per woman)",NA,4.2,NA,4,NA
Maldives,GDP (current US$),5.89E+08,6.24E+08,6.25E+08,6.41E+08,6.96E+08
Maldives,GDP growth (annual %),7.78,4.39,3.26,5.61,8.44
Maldives,"Life expectancy at birth, total (years)",NA,68.29,NA,69.17,NA
Maldives,"Literacy rate, adult female (% of females ages 15 and above)",96.72,96.8,96.95,97.16,NA
Maldives,"Literacy rate, adult total (% of people ages 15 and above)",96.75,96.88,97.03,97.21,NA
Maldives,"Mortality rate, infant (per 1,000 live births)",NA,59,NA,58,NA
Maldives,"Mortality rate, under-5 (per 1,000)",NA,80,NA,77,NA
Maldives,Population growth (annual %),2.65,2.21,2.17,2.47,2.07
Maldives,"Population, total",268000,274000,280000,287000,293000
Maldives,"Primary completion rate, female (% of relevant age group)",NA,134.43,NA,151.38,NA
Maldives,"Primary completion rate, total (% of relevant age group)",NA,130.21,NA,150.38,NA
Maldives,"School enrollment, primary (% net)",99.73,98.9,96.21,NA,NA
Maldives,"School enrollment, secondary (% net)",31.37,NA,NA,NA,NA
Mali,Aid per capita (current US$),33.5,33.18,31.85,41.5,NA
Mali,CO2 emissions (metric tons per capita),0.05,0.05,NA,NA,NA
Mali,"Fertility rate, total (births per woman)",NA,6.48,NA,6.4,NA
Mali,GDP (current US$),2.57E+09,2.42E+09,2.63E+09,3.34E+09,4.33E+09
Mali,GDP growth (annual %),6.73,3.2,12.1,4.39,6
Mali,"Life expectancy at birth, total (years)",42.62,42.04,NA,40.88,NA
Mali,"Literacy rate, adult female (% of females ages 15 and above)",15.36,11.89,NA,NA,NA
Mali,"Literacy rate, adult total (% of people ages 15 and above)",24.92,19.04,NA,NA,NA
Mali,"Mortality rate, infant (per 1,000 live births)",NA,124,NA,122,NA
Mali,"Mortality rate, under-5 (per 1,000)",NA,224,NA,222,NA
Mali,Population growth (annual %),2.39,2.39,2.4,2.41,2.41
Mali,"Population, total",1.06E+07,1.08E+07,1.11E+07,1.14E+07,1.17E+07
Mali,"Poverty headcount, national (% of population)",NA,NA,NA,NA,NA
Mali,"Primary completion rate, female (% of relevant age group)",NA,24.88,28.03,30.66,NA
Mali,"Primary completion rate, total (% of relevant age group)",NA,34.86,36.16,39.27,NA
Mali,"School enrollment, primary (% net)",NA,NA,NA,NA,NA
Mali,"School enrollment, secondary (% net)",NA,NA,NA,NA,NA
Malta,Aid per capita (current US$),64.79,54.46,4.33,28.44,NA
Malta,CO2 emissions (metric tons per capita),9.29,7.22,NA,NA,NA
Malta,Electric power consumption (kwh per capita),3907.22,4017.95,3972.15,NA,NA
Malta,Energy use (kg of oil equivalent per capita),2113.4,2012.82,1868.35,NA,NA
Malta,"Fertility rate, total (births per woman)",NA,1.81,NA,1.81,NA
Malta,GDP (current US$),3.65E+09,3.57E+09,3.63E+09,3.87E+09,NA
Malta,GDP growth (annual %),3.99,6.39,-1.2,1.54,NA
Malta,"Life expectancy at birth, total (years)",NA,78.03,NA,78.39,NA
Malta,"Literacy rate, adult female (% of females ages 15 and above)",92.35,92.68,93,93.39,NA
Malta,"Literacy rate, adult total (% of people ages 15 and above)",91.64,92,92.29,92.62,NA
Malta,"Mortality rate, infant (per 1,000 live births)",NA,5,NA,5,NA
Malta,"Mortality rate, under-5 (per 1,000)",NA,6,NA,5,NA
Malta,Population growth (annual %),0.78,0.51,1.27,0.51,0.5
Malta,"Population, total",388000,390000,395000,397000,399000
Malta,"School enrollment, primary (% net)",98.85,97.76,NA,NA,NA
Malta,"School enrollment, secondary (% net)",79.51,79.95,NA,NA,NA
Marshall Islands,Aid per capita (current US$),1233.33,1100.58,1396.42,1177.74,NA
Marshall Islands,"Fertility rate, total (births per woman)",NA,NA,NA,NA,NA
Marshall Islands,GDP (current US$),9.69E+07,9.75E+07,1.02E+08,1.06E+08,1.06E+08
Marshall Islands,GDP growth (annual %),0.8,-2.99,1.66,4,2
Marshall Islands,"Life expectancy at birth, total (years)",NA,65.24,NA,NA,NA
Marshall Islands,"Mortality rate, infant (per 1,000 live births)",NA,55,NA,54,NA
Marshall Islands,"Mortality rate, under-5 (per 1,000)",NA,68,NA,66,NA
Marshall Islands,Population growth (annual %),1.98,1.94,1.9,0,0
Marshall Islands,"Population, total",51000,52000,53000,53000,53000
Mauritania,Aid per capita (current US$),89.33,84.49,104.18,135.13,NA
Mauritania,CO2 emissions (metric tons per capita),1.25,1.22,NA,NA,NA
Mauritania,"Fertility rate, total (births per woman)",NA,4.72,NA,4.6,NA
Mauritania,GDP (current US$),9.58E+08,9.40E+08,9.82E+08,9.91E+08,1.13E+09
Mauritania,GDP growth (annual %),5.18,5.17,4.01,3.34,5.4
Mauritania,"Life expectancy at birth, total (years)",NA,50.76,NA,50.96,NA
Mauritania,"Literacy rate, adult female (% of females ages 15 and above)",29.47,30.07,30.7,31.31,NA
Mauritania,"Literacy rate, adult total (% of people ages 15 and above)",39.73,40.23,40.74,41.22,NA
Mauritania,"Mortality rate, infant (per 1,000 live births)",NA,120,NA,120,NA
Mauritania,"Mortality rate, under-5 (per 1,000)",NA,183,NA,183,NA
Mauritania,Population growth (annual %),2.84,2.92,2.69,2.47,2.24
Mauritania,"Population, total",2449374,2508159,2568355,2629995,2693115
Mauritania,"Poverty headcount, national (% of population)",NA,46.3,NA,NA,NA
Mauritania,"Primary completion rate, female (% of relevant age group)",NA,43.36,40.47,NA,NA
Mauritania,"Primary completion rate, total (% of relevant age group)",NA,46.97,43.55,NA,NA
Mauritania,"School enrollment, primary (% net)",61.04,65.91,66.72,NA,NA
Mauritania,"School enrollment, secondary (% net)",NA,14.93,14.52,NA,NA
Mauritius,Aid per capita (current US$),35.55,17.23,18.08,19.73,NA
Mauritius,CO2 emissions (metric tons per capita),2.1,2.44,NA,NA,NA
Mauritius,"Fertility rate, total (births per woman)",NA,2.02,NA,2,NA
Mauritius,GDP (current US$),4.18E+09,4.42E+09,4.53E+09,4.55E+09,5.22E+09
Mauritius,GDP growth (annual %),5.3,4,6.7,4.4,3.2
Mauritius,"Life expectancy at birth, total (years)",NA,71.67,NA,72.51,NA
Mauritius,"Literacy rate, adult female (% of females ages 15 and above)",80.68,80.5,NA,NA,NA
Mauritius,"Literacy rate, adult total (% of people ages 15 and above)",84.07,84.3,NA,NA,NA
Mauritius,"Mortality rate, infant (per 1,000 live births)",NA,17,NA,17,NA
Mauritius,"Mortality rate, under-5 (per 1,000)",NA,20,NA,19,NA
Mauritius,Population growth (annual %),1.2,1.1,1.09,1,1.07
Mauritius,"Population, total",1174000,1187000,1200000,1212000,1225000
Mauritius,"Primary completion rate, female (% of relevant age group)",NA,102.9,107.03,NA,NA
Mauritius,"Primary completion rate, total (% of relevant age group)",NA,104.86,107.62,NA,NA
Mauritius,"School enrollment, primary (% net)",93.61,93.8,93.18,NA,NA
Mauritius,"School enrollment, secondary (% net)",65.56,63.72,62.15,NA,NA
Mayotte,Aid per capita (current US$),781.47,692.55,780.45,780.5,NA
Mayotte,"Fertility rate, total (births per woman)",NA,6.2,NA,6,NA
Mayotte,"Life expectancy at birth, total (years)",NA,59.36,NA,59.95,NA
Mayotte,Population growth (annual %),3.55,3.83,3.81,3.73,3.66
Mayotte,"Population, total",143000,149000,154000,160000,166000
Mexico,Aid per capita (current US$),0.39,-0.55,0.75,1.34,NA
Mexico,CO2 emissions (metric tons per capita),4.27,4.33,NA,NA,NA
Mexico,Electric power consumption (kwh per capita),1569.95,1655.05,1643.44,NA,NA
Mexico,Energy use (kg of oil equivalent per capita),1552.09,1537.46,1532.28,NA,NA
Mexico,"Fertility rate, total (births per woman)",NA,2.54,NA,2.4,NA
Mexico,GDP (current US$),4.81E+11,5.81E+11,6.22E+11,6.48E+11,6.26E+11
Mexico,GDP growth (annual %),3.74,6.57,-0.12,0.73,1.3
Mexico,"Life expectancy at birth, total (years)",NA,73.15,NA,73.63,NA
Mexico,"Literacy rate, adult female (% of females ages 15 and above)",88.7,88.68,NA,NA,NA
Mexico,"Literacy rate, adult total (% of people ages 15 and above)",90.82,90.54,NA,NA,NA
Mexico,"Mortality rate, infant (per 1,000 live births)",NA,25,NA,24,NA
Mexico,"Mortality rate, under-5 (per 1,000)",NA,30,NA,29,NA
Mexico,Population growth (annual %),1.39,1.42,1.43,1.44,1.45
Mexico,"Population, total",9.66E+07,9.80E+07,9.94E+07,1.01E+08,1.02E+08
Mexico,"Poverty headcount, national (% of population)",NA,NA,NA,NA,NA
Mexico,"Primary completion rate, female (% of relevant age group)",NA,96.64,97.86,96.75,NA
Mexico,"Primary completion rate, total (% of relevant age group)",NA,96.33,97.3,96.42,NA
Mexico,"School enrollment, primary (% net)",99.47,99.4,NA,NA,NA
Mexico,"School enrollment, secondary (% net)",56.1,58.22,NA,NA,NA
"Micronesia, Fed. Sts.",Aid per capita (current US$),929.91,861.19,1146.67,915.41,NA
"Micronesia, Fed. Sts.","Fertility rate, total (births per woman)",NA,3.67,NA,3.45,NA
"Micronesia, Fed. Sts.",GDP (current US$),2.10E+08,2.23E+08,2.30E+08,2.32E+08,2.41E+08
"Micronesia, Fed. Sts.",GDP growth (annual %),0.24,4.42,1.07,0.83,2.4
"Micronesia, Fed. Sts.","Life expectancy at birth, total (years)",NA,67.97,NA,68.65,NA
"Micronesia, Fed. Sts.","Mortality rate, infant (per 1,000 live births)",NA,20,NA,20,NA
"Micronesia, Fed. Sts.","Mortality rate, under-5 (per 1,000)",NA,24,NA,24,NA
"Micronesia, Fed. Sts.",Population growth (annual %),1.74,1.71,1.68,1.65,2.43
"Micronesia, Fed. Sts.","Population, total",116000,118000,120000,122000,125000
Middle East & North Africa,Aid per capita (current US$),17.92,15.56,16.44,21.34,NA
Middle East & North Africa,CO2 emissions (metric tons per capita),3.99,4.18,NA,NA,NA
Middle East & North Africa,Electric power consumption (kwh per capita),1270.06,1346.3,1409.46,NA,NA
Middle East & North Africa,Energy use (kg of oil equivalent per capita),1304.96,1389.52,1383.44,NA,NA
Middle East & North Africa,"Fertility rate, total (births per woman)",NA,3.34,NA,3.12,NA
Middle East & North Africa,GDP (current US$),6.17E+11,6.79E+11,6.88E+11,6.77E+11,NA
Middle East & North Africa,GDP growth (annual %),1.85,4.28,3.36,3.15,NA
Middle East & North Africa,"Life expectancy at birth, total (years)",NA,67.86,NA,68.58,NA
Middle East & North Africa,"Literacy rate, adult female (% of females ages 15 and above)",56.3,57.8,59.07,60.89,NA
Middle East & North Africa,"Literacy rate, adult total (% of people ages 15 and above)",67.18,68.37,69.38,NA,NA
Middle East & North Africa,"Mortality rate, infant (per 1,000 live births)",NA,46.45,NA,43.66,NA
Middle East & North Africa,"Mortality rate, under-5 (per 1,000)",NA,56.43,NA,54.05,NA
Middle East & North Africa,Population growth (annual %),1.92,1.9,1.89,1.94,1.89
Middle East & North Africa,"Population, total",2.89E+08,2.94E+08,3.00E+08,3.06E+08,3.12E+08
Middle East & North Africa,"Primary completion rate, total (% of relevant age group)",NA,NA,88,NA,NA
Middle East & North Africa,"School enrollment, primary (% net)",82.86,83.3,NA,NA,NA
Middle East & North Africa,"School enrollment, secondary (% net)",54.37,NA,NA,NA,NA
Middle income,Aid per capita (current US$),9.28,8.13,7.86,9.24,NA
Middle income,CO2 emissions (metric tons per capita),3.37,3.39,NA,NA,NA
Middle income,Electric power consumption (kwh per capita),1341.22,1407.48,1447.27,NA,NA
Middle income,Energy use (kg of oil equivalent per capita),1321.29,1344.04,1339.41,NA,NA
Middle income,"Fertility rate, total (births per woman)",NA,2.17,NA,2.11,NA
Middle income,GDP (current US$),4.81E+12,5.25E+12,5.30E+12,5.36E+12,6.00E+12
Middle income,GDP growth (annual %),2.37,5.45,2.83,3.23,4.87
Middle income,"Life expectancy at birth, total (years)",NA,69.19,NA,69.59,NA
Middle income,"Literacy rate, adult female (% of females ages 15 and above)",82.01,86.56,NA,NA,NA
Middle income,"Literacy rate, adult total (% of people ages 15 and above)",86.79,89.92,NA,NA,NA
Middle income,"Mortality rate, infant (per 1,000 live births)",NA,32.66,NA,30.5,NA
